"","Speaker","Text","Scene","Episode","line_order_in_episode"
"309","mr bates"," Oh, it's only the old wound. After I left the army, I had a spot of bother and just when I got through that, about a year ago my knee started playing up. A bit of shrapnel got left in or something had moved, but it's fine. It's not a problem.",34,"01x01 - Episode One",309
"310","robert, earl of grantham"," And you'd let me know if you felt it was all too much for you?",34,"01x01 - Episode One",310
"311","mr bates"," I would. But it won't be.",34,"01x01 - Episode One",311
"312","servant"," Thomas.",35,"01x01 - Episode One",312
"313","miss o'brien"," And where have you been?",35,"01x01 - Episode One",313
"314","thomas"," In the village. Sent a telegram, if you must know.",35,"01x01 - Episode One",314
"315","miss o'brien"," Oh, pardon me for living.",35,"01x01 - Episode One",315
"316","miss o'brien"," Well, Murray didn't stay long.",35,"01x01 - Episode One",316
"317","thomas"," Does Her Ladyship know how they left it?",35,"01x01 - Episode One",317
"318","miss o'brien"," No. They talked it all through on their way back from the church.",35,"01x01 - Episode One",318
"319","thomas"," If I was still his valet, I'd get it out of him.",35,"01x01 - Episode One",319
"320","miss o'brien"," Bates won't say a word.",35,"01x01 - Episode One",320
"321","thomas"," He will not? I bet your tanner he's a spy in the other direction. I wanted that job. We were all right together, His Lordship and me.",35,"01x01 - Episode One",321
"322","miss o'brien"," Then be sure to get your foot in the door when Bates is gone.",35,"01x01 - Episode One",322
"323","thomas"," Can't get rid of him just 'cause he talks behind our backs.",35,"01x01 - Episode One",323
"324","miss o'brien"," There's more than one way to skin a cat.",35,"01x01 - Episode One",324
"325","anna bates"," Perhaps she misunderstood.",36,"01x01 - Episode One",325
"326","lady mary"," No, it was quite plain. O'Brien told her Bates can't do the job properly. Why was he taken on?",36,"01x01 - Episode One",326
"327","anna bates"," Oh, he was Lord Grantham's batman when he was fighting the Boers.",36,"01x01 - Episode One",327
"328","lady mary"," I know that, but even so.",36,"01x01 - Episode One",328
"329","lady sybil"," I think it's romantic.",36,"01x01 - Episode One",329
"330","lady mary"," I don't. How can a valet do his work if he's lame?",36,"01x01 - Episode One",330
"331","anna bates"," He's not very lame.",36,"01x01 - Episode One",331
"332","anna bates"," There. Anything else before I go down?",36,"01x01 - Episode One",332
"333","lady mary"," No, that's it. Thank you.",36,"01x01 - Episode One",333
"334","lady mary"," Oh, I hate black.",36,"01x01 - Episode One",334
"335","lady sybil"," It's not for long. Mama says we can go into half-mourning next month and back to colours by September.",36,"01x01 - Episode One",335
"336","lady mary"," It still seems a lot for a cousin.",36,"01x01 - Episode One",336
"337","lady edith"," But not a fiancé.",36,"01x01 - Episode One",337
"338","lady mary"," He wasn't really a fiancé.",36,"01x01 - Episode One",338
"339","lady edith"," No? I thought that was what you call a man you're going to marry.",36,"01x01 - Episode One",339
"340","lady mary"," I was only going to marry him if nothing better turned up.",36,"01x01 - Episode One",340
"341","lady sybil"," Mary, what a horrid thing to say.",36,"01x01 - Episode One",341
"342","lady mary"," Don't worry, Edith would've taken him, wouldn't you?",36,"01x01 - Episode One",342
"343","lady edith"," Yes, I'd have taken him. If you had given me the chance, I'd have taken him like a shot.",36,"01x01 - Episode One",343
"344","thomas"," I just think you should know it's not working, Mr Carson.",38,"01x01 - Episode One",344
"345","mr carson"," Do you mean Mr Bates is lazy?",38,"01x01 - Episode One",345
"346","thomas"," Not lazy...exactly. But he just can't carry. He can hardly manage His Lordship's cases. You saw how it was when they went out to London for the memorial. He can't help with the guest luggage neither, and as for waiting a table, we can forget that.",38,"01x01 - Episode One",346
"347","mr carson"," And what do you want me to do?",38,"01x01 - Episode One",347
"348","thomas"," Well, it's not for me to say. But is it fair on William to have all the extra work? I don't believe you'd like to think the house was falling below the way things ought to be.",38,"01x01 - Episode One",348
"349","mr carson"," I would not.",38,"01x01 - Episode One",349
"350","thomas"," That's all I'm saying.",38,"01x01 - Episode One",350
"351","lady sybil"," I'm going down. Coming?",39,"01x01 - Episode One",351
"352","lady mary"," In a moment. You go.",39,"01x01 - Episode One",352
"353","lady sybil"," I know you're sad about Patrick. Whatever you say, I know it.",39,"01x01 - Episode One",353
"354","lady mary"," You're a darling. But you see, I'm not as sad as I should be. And that's what makes me sad.",39,"01x01 - Episode One",354
"355","robert, earl of grantham"," Thank you.",40,"01x01 - Episode One",355
"356","robert, earl of grantham"," I'll do that.",40,"01x01 - Episode One",356
"357","mr bates"," No. No, thank you, milord. I can do it.",40,"01x01 - Episode One",357
"358","robert, earl of grantham"," I'm sure.",40,"01x01 - Episode One",358
"359","mr bates"," I hope so, milord. I hope you are sure.",40,"01x01 - Episode One",359
"360","robert, earl of grantham"," Bates, we have to be sensible. I won't be doing you a favour in the long run if it's too much for you. No matter what we've been through, it's got to work.",40,"01x01 - Episode One",360
"361","mr bates"," Of course it has, sir. I mean, milord.",40,"01x01 - Episode One",361
"362","robert, earl of grantham"," Do you miss the army, Bates?",40,"01x01 - Episode One",362
"363","mr bates"," I miss a lot of things, but you have to keep moving, don't you?",40,"01x01 - Episode One",363
"364","robert, earl of grantham"," You do, indeed.",40,"01x01 - Episode One",364
"365","mr bates"," I'll show you, milord, I promise. I won't let you down. We've managed so far, haven't we?",40,"01x01 - Episode One",365
"366","robert, earl of grantham"," Yes, we have. Of course we have.",40,"01x01 - Episode One",366
"367","robert, earl of grantham"," You look very nice.",41,"01x01 - Episode One",367
"368","cora, countess of grantham"," Thank you, darling. Did Murray make matters clearer?",41,"01x01 - Episode One",368
"369","robert, earl of grantham"," Yes, I'm afraid he did.",41,"01x01 - Episode One",369
"370","cora, countess of grantham"," By the way, O'Brien says Bates is causing a lot of awkwardness downstairs. You may have to do something about it.",41,"01x01 - Episode One",370
"371","robert, earl of grantham"," She's always making trouble.",41,"01x01 - Episode One",371
"372","cora, countess of grantham"," Is that fair? When she hasn't mentioned it before now.",41,"01x01 - Episode One",372
"373","robert, earl of grantham"," I don't know why you listen to her.",41,"01x01 - Episode One",373
"374","cora, countess of grantham"," It is quite eccentric, even for you, to have a cripple valet.",41,"01x01 - Episode One",374
"375","robert, earl of grantham"," Please...don't use that word.",41,"01x01 - Episode One",375
"376","cora, countess of grantham"," Did he tell you he couldn't walk when he made his application?",41,"01x01 - Episode One",376
"377","robert, earl of grantham"," Don't exaggerate.",41,"01x01 - Episode One",377
"378","cora, countess of grantham"," Doesn't it strike you as dishonest not to mention it?",41,"01x01 - Episode One",378
"379","robert, earl of grantham"," I knew he'd been wounded.",41,"01x01 - Episode One",379
"380","cora, countess of grantham"," You never said.",41,"01x01 - Episode One",380
"381","robert, earl of grantham"," You know I don't care to talk about all that.",41,"01x01 - Episode One",381
"382","cora, countess of grantham"," Of course, I understand what it must be like to have fought alongside someone in a war.",41,"01x01 - Episode One",382
"383","robert, earl of grantham"," Oh, you understand that, do you?",41,"01x01 - Episode One",383
"384","cora, countess of grantham"," Certainly I do. You must form the most tremendous bonds. Even with a servant.",41,"01x01 - Episode One",384
"385","robert, earl of grantham"," Really? ""Even with a servant""?",41,"01x01 - Episode One",385
"386","cora, countess of grantham"," Oh, Robert, don't catch me out. I'm simply saying I fully see why you want to help him.",41,"01x01 - Episode One",386
"387","robert, earl of grantham"," But?",41,"01x01 - Episode One",387
"388","cora, countess of grantham"," But...is this the right way? To employ him for a job he can't do? Is it any wonder the others noses are put out?",41,"01x01 - Episode One",388
"389","robert, earl of grantham"," I just want to give him a chance.",41,"01x01 - Episode One",389
"390","robert, earl of grantham"," Mama, I'm sorry. No one told me you were here.",42,"01x01 - Episode One",390
"391","violet, dowager countess of grantham"," Such a glare. I feel as if I were on stage at the Gaiety.",42,"01x01 - Episode One",391
"392","robert, earl of grantham"," We're used to it. I do wish you'd let me install it in the Dower House; it's very convenient. The man who manages the generator could look after yours as well.",42,"01x01 - Episode One",392
"393","violet, dowager countess of grantham"," No. I couldn't have electricity in the house. I wouldn't sleep a wink. All those vapours seeping about.",42,"01x01 - Episode One",393
"394","robert, earl of grantham"," Even Cora won't have it in the bedroom. She did wonder about the kitchens, but I couldn't see the point.",42,"01x01 - Episode One",394
"395","violet, dowager countess of grantham"," Well, before anyone joins us, I'm glad of this chance for a little talk.",42,"01x01 - Episode One",395
"396","violet, dowager countess of grantham"," I gather Murray was here today?",42,"01x01 - Episode One",396
"397","robert, earl of grantham"," News travels fast. Yes, I saw him, and he's not optimistic that there's anything we can do.",42,"01x01 - Episode One",397
"398","violet, dowager countess of grantham"," Well, I refuse to believe it.",42,"01x01 - Episode One",398
"399","robert, earl of grantham"," Be that as it may, it's a fact.",42,"01x01 - Episode One",399
"400","violet, dowager countess of grantham"," But to lose Cora's fortune!",42,"01x01 - Episode One",400
"401","robert, earl of grantham"," Really, Mama, you know as well as I do that Cora's fortune is not Cora's fortune anymore. Thanks to Papa it is now part of the estate, and the estate is entailed to my heir. That is it. That is all of it.",42,"01x01 - Episode One",401
"402","violet, dowager countess of grantham"," Robert, dear, I don't mean to sound harsh--",42,"01x01 - Episode One",402
"403","robert, earl of grantham"," You may not mean to, but I bet you will.",42,"01x01 - Episode One",403
"404","violet, dowager countess of grantham"," Twenty-four years ago, you married Cora against my wishes for her money! Give it away now, what was the point of your peculiar marriage in the first place?",42,"01x01 - Episode One",404
"405","robert, earl of grantham"," If I were to tell you she's made me very happy, would that stretch belief?",42,"01x01 - Episode One",405
"406","violet, dowager countess of grantham"," It's not why you chose her...above all those other girls who could've filled my shoes so easily.",42,"01x01 - Episode One",406
"407","robert, earl of grantham"," If you must know, when I think of my motives for pursuing Cora, I'm ashamed. There's no need to remind me of them.",42,"01x01 - Episode One",407
"408","violet, dowager countess of grantham"," Don't you care about Downton?",42,"01x01 - Episode One",408
"409","robert, earl of grantham"," What do you think? I've given my life to Downton. I was born here, and I hope to die here. I claim no career beyond the nurture of this house and the estate. It is my third parent and my fourth child. Do I care about it? Yes, I do care!",42,"01x01 - Episode One",409
"410","cora, countess of grantham"," I hope I don't hear sounds of a disagreement.",42,"01x01 - Episode One",410
"411","violet, dowager countess of grantham"," What? Is that what they call discussion in New York?",42,"01x01 - Episode One",411
